"g","t","event_time","n_treat_pre","n_treat_post","n_control_pre","n_control_post","n_total","identifiable","reason"
202003,202408,405,1,1,13,11,26,TRUE,NA
202003,202409,406,1,1,13,11,26,TRUE,NA
202003,202410,407,1,1,13,11,26,TRUE,NA
202003,202411,408,1,1,13,11,26,TRUE,NA
202003,202412,409,1,1,13,11,26,TRUE,NA
202003,202501,498,1,1,13,11,26,TRUE,NA
202003,202502,499,1,1,13,11,26,TRUE,NA
202003,202503,500,1,1,13,11,26,TRUE,NA
202003,202504,501,1,1,13,11,26,TRUE,NA
202003,202505,502,1,1,13,11,26,TRUE,NA
202003,202506,503,1,1,13,10,25,TRUE,NA
202003,202507,504,1,1,13,10,25,TRUE,NA
202003,202508,505,1,1,13,10,25,TRUE,NA
202003,202509,506,1,1,13,10,25,TRUE,NA
202005,202005,0,1,1,13,13,28,TRUE,NA
202005,202006,1,1,1,13,13,28,TRUE,NA
202005,202007,2,1,1,13,13,28,TRUE,NA
202005,202008,3,1,1,13,13,28,TRUE,NA
202005,202009,4,1,1,13,13,28,TRUE,NA
202005,202010,5,1,1,13,13,28,TRUE,NA
202005,202011,6,1,1,13,13,28,TRUE,NA
202005,202012,7,1,1,13,13,28,TRUE,NA
202005,202101,96,1,1,13,13,28,TRUE,NA
202005,202102,97,1,1,13,13,28,TRUE,NA
202005,202103,98,1,1,13,13,28,TRUE,NA
202005,202104,99,1,1,13,13,28,TRUE,NA
202005,202105,100,1,1,13,13,28,TRUE,NA
202005,202106,101,1,1,13,13,28,TRUE,NA
202005,202107,102,1,1,13,13,28,TRUE,NA
202005,202108,103,1,1,13,13,28,TRUE,NA
202005,202109,104,1,1,13,13,28,TRUE,NA
202005,202110,105,1,1,13,13,28,TRUE,NA
202005,202111,106,1,1,13,13,28,TRUE,NA
202005,202112,107,1,1,13,13,28,TRUE,NA
202005,202201,196,1,1,13,13,28,TRUE,NA
202005,202202,197,1,1,13,13,28,TRUE,NA
202005,202203,198,1,1,13,13,28,TRUE,NA
202005,202204,199,1,1,13,13,28,TRUE,NA
202005,202205,200,1,1,13,13,28,TRUE,NA
202005,202206,201,1,1,13,13,28,TRUE,NA
202005,202207,202,1,1,13,13,28,TRUE,NA
202005,202208,203,1,1,13,13,28,TRUE,NA
202005,202209,204,1,1,13,13,28,TRUE,NA
202005,202210,205,1,1,13,12,27,TRUE,NA
202005,202211,206,1,1,13,12,27,TRUE,NA
202005,202212,207,1,1,13,12,27,TRUE,NA
202005,202301,296,1,1,13,12,27,TRUE,NA
202005,202302,297,1,1,13,12,27,TRUE,NA
202005,202303,298,1,1,13,12,27,TRUE,NA
202005,202304,299,1,1,13,12,27,TRUE,NA
202005,202305,300,1,1,13,12,27,TRUE,NA
202005,202306,301,1,1,13,12,27,TRUE,NA
202005,202307,302,1,1,13,12,27,TRUE,NA
202005,202308,303,1,1,13,12,27,TRUE,NA
202005,202309,304,1,1,13,12,27,TRUE,NA
202005,202310,305,1,1,13,12,27,TRUE,NA
202005,202311,306,1,1,13,12,27,TRUE,NA
202005,202312,307,1,0,13,12,26,FALSE,"n_treat_post=0"
202005,202401,396,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202402,397,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202403,398,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202404,399,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202405,400,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202406,401,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202407,402,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202408,403,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202409,404,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202410,405,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202411,406,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202412,407,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202501,496,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202502,497,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202503,498,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202504,499,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202505,500,1,0,13,11,25,FALSE,"n_treat_post=0"
202005,202506,501,1,0,13,10,24,FALSE,"n_treat_post=0"
202005,202507,502,1,0,13,10,24,FALSE,"n_treat_post=0"
202005,202508,503,1,0,13,10,24,FALSE,"n_treat_post=0"
202005,202509,504,1,0,13,10,24,FALSE,"n_treat_post=0"
202011,202011,0,1,1,13,13,28,TRUE,NA
202011,202012,1,1,1,13,13,28,TRUE,NA
202011,202101,90,1,1,13,13,28,TRUE,NA
202011,202102,91,1,1,13,13,28,TRUE,NA
202011,202103,92,1,1,13,13,28,TRUE,NA
202011,202104,93,1,1,13,13,28,TRUE,NA
202011,202105,94,1,1,13,13,28,TRUE,NA
202011,202106,95,1,1,13,13,28,TRUE,NA
202011,202107,96,1,1,13,13,28,TRUE,NA
202011,202108,97,1,1,13,13,28,TRUE,NA
202011,202109,98,1,1,13,13,28,TRUE,NA
202011,202110,99,1,1,13,13,28,TRUE,NA
202011,202111,100,1,1,13,13,28,TRUE,NA
202011,202112,101,1,1,13,13,28,TRUE,NA
202011,202201,190,1,1,13,13,28,TRUE,NA
202011,202202,191,1,1,13,13,28,TRUE,NA
202011,202203,192,1,1,13,13,28,TRUE,NA
202011,202204,193,1,1,13,13,28,TRUE,NA
202011,202205,194,1,1,13,13,28,TRUE,NA
202011,202206,195,1,1,13,13,28,TRUE,NA
202011,202207,196,1,1,13,13,28,TRUE,NA
202011,202208,197,1,1,13,13,28,TRUE,NA
202011,202209,198,1,1,13,13,28,TRUE,NA
202011,202210,199,1,1,13,12,27,TRUE,NA
202011,202211,200,1,1,13,12,27,TRUE,NA
202011,202212,201,1,1,13,12,27,TRUE,NA
202011,202301,290,1,1,13,12,27,TRUE,NA
202011,202302,291,1,1,13,12,27,TRUE,NA
202011,202303,292,1,1,13,12,27,TRUE,NA
202011,202304,293,1,1,13,12,27,TRUE,NA
202011,202305,294,1,1,13,12,27,TRUE,NA
202011,202306,295,1,1,13,12,27,TRUE,NA
202011,202307,296,1,1,13,12,27,TRUE,NA
202011,202308,297,1,1,13,12,27,TRUE,NA
202011,202309,298,1,1,13,12,27,TRUE,NA
202011,202310,299,1,1,13,12,27,TRUE,NA
202011,202311,300,1,1,13,12,27,TRUE,NA
202011,202312,301,1,1,13,12,27,TRUE,NA
202011,202401,390,1,1,13,11,26,TRUE,NA
202011,202402,391,1,1,13,11,26,TRUE,NA
202011,202403,392,1,1,13,11,26,TRUE,NA
202011,202404,393,1,1,13,11,26,TRUE,NA
202011,202405,394,1,1,13,11,26,TRUE,NA
202011,202406,395,1,1,13,11,26,TRUE,NA
202011,202407,396,1,1,13,11,26,TRUE,NA
202011,202408,397,1,1,13,11,26,TRUE,NA
202011,202409,398,1,1,13,11,26,TRUE,NA
202011,202410,399,1,1,13,11,26,TRUE,NA
202011,202411,400,1,1,13,11,26,TRUE,NA
202011,202412,401,1,1,13,11,26,TRUE,NA
202011,202501,490,1,1,13,11,26,TRUE,NA
202011,202502,491,1,1,13,11,26,TRUE,NA
202011,202503,492,1,1,13,11,26,TRUE,NA
202011,202504,493,1,1,13,11,26,TRUE,NA
202011,202505,494,1,1,13,11,26,TRUE,NA
202011,202506,495,1,1,13,10,25,TRUE,NA
202011,202507,496,1,1,13,10,25,TRUE,NA
202011,202508,497,1,1,13,10,25,TRUE,NA
202011,202509,498,1,1,13,10,25,TRUE,NA
202101,202101,0,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202102,1,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202103,2,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202104,3,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202105,4,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202106,5,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202107,6,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202108,7,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202109,8,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202110,9,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202111,10,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202112,11,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202201,100,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202202,101,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202203,102,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202204,103,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202205,104,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202206,105,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202207,106,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202208,107,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202209,108,0,1,0,13,14,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202210,109,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202211,110,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202212,111,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202301,200,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202302,201,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202303,202,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202304,203,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202305,204,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202306,205,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202307,206,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202308,207,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202309,208,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202310,209,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202311,210,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202312,211,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202401,300,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202402,301,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202403,302,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202404,303,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202405,304,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202406,305,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202407,306,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202408,307,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202409,308,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202410,309,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202411,310,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202412,311,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202501,400,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202502,401,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202503,402,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202504,403,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202505,404,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202506,405,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202507,406,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202508,407,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
202101,202509,408,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
202103,202103,0,1,1,13,13,28,TRUE,NA
202103,202104,1,1,1,13,13,28,TRUE,NA
202103,202105,2,1,1,13,13,28,TRUE,NA
202103,202106,3,1,1,13,13,28,TRUE,NA
202103,202107,4,1,1,13,13,28,TRUE,NA
202103,202108,5,1,1,13,13,28,TRUE,NA
202103,202109,6,1,1,13,13,28,TRUE,NA
202103,202110,7,1,1,13,13,28,TRUE,NA
202103,202111,8,1,1,13,13,28,TRUE,NA
202103,202112,9,1,1,13,13,28,TRUE,NA
202103,202201,98,1,1,13,13,28,TRUE,NA
202103,202202,99,1,1,13,13,28,TRUE,NA
202103,202203,100,1,1,13,13,28,TRUE,NA
202103,202204,101,1,1,13,13,28,TRUE,NA
202103,202205,102,1,1,13,13,28,TRUE,NA
202103,202206,103,1,1,13,13,28,TRUE,NA
202103,202207,104,1,1,13,13,28,TRUE,NA
202103,202208,105,1,1,13,13,28,TRUE,NA
202103,202209,106,1,1,13,13,28,TRUE,NA
202103,202210,107,1,1,13,12,27,TRUE,NA
202103,202211,108,1,1,13,12,27,TRUE,NA
202103,202212,109,1,1,13,12,27,TRUE,NA
202103,202301,198,1,1,13,12,27,TRUE,NA
202103,202302,199,1,1,13,12,27,TRUE,NA
202103,202303,200,1,1,13,12,27,TRUE,NA
202103,202304,201,1,1,13,12,27,TRUE,NA
202103,202305,202,1,1,13,12,27,TRUE,NA
202103,202306,203,1,1,13,12,27,TRUE,NA
202103,202307,204,1,0,13,12,26,FALSE,"n_treat_post=0"
202103,202308,205,1,0,13,12,26,FALSE,"n_treat_post=0"
202103,202309,206,1,0,13,12,26,FALSE,"n_treat_post=0"
202103,202310,207,1,0,13,12,26,FALSE,"n_treat_post=0"
202103,202311,208,1,0,13,12,26,FALSE,"n_treat_post=0"
202103,202312,209,1,0,13,12,26,FALSE,"n_treat_post=0"
202103,202401,298,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202402,299,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202403,300,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202404,301,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202405,302,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202406,303,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202407,304,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202408,305,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202409,306,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202410,307,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202411,308,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202412,309,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202501,398,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202502,399,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202503,400,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202504,401,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202505,402,1,0,13,11,25,FALSE,"n_treat_post=0"
202103,202506,403,1,0,13,10,24,FALSE,"n_treat_post=0"
202103,202507,404,1,0,13,10,24,FALSE,"n_treat_post=0"
202103,202508,405,1,0,13,10,24,FALSE,"n_treat_post=0"
202103,202509,406,1,0,13,10,24,FALSE,"n_treat_post=0"
202106,202106,0,1,1,13,13,28,TRUE,NA
202106,202107,1,1,1,13,13,28,TRUE,NA
202106,202108,2,1,1,13,13,28,TRUE,NA
202106,202109,3,1,1,13,13,28,TRUE,NA
202106,202110,4,1,1,13,13,28,TRUE,NA
202106,202111,5,1,1,13,13,28,TRUE,NA
202106,202112,6,1,1,13,13,28,TRUE,NA
202106,202201,95,1,1,13,13,28,TRUE,NA
202106,202202,96,1,1,13,13,28,TRUE,NA
202106,202203,97,1,1,13,13,28,TRUE,NA
202106,202204,98,1,1,13,13,28,TRUE,NA
202106,202205,99,1,1,13,13,28,TRUE,NA
202106,202206,100,1,1,13,13,28,TRUE,NA
202106,202207,101,1,1,13,13,28,TRUE,NA
202106,202208,102,1,1,13,13,28,TRUE,NA
202106,202209,103,1,1,13,13,28,TRUE,NA
202106,202210,104,1,1,13,12,27,TRUE,NA
202106,202211,105,1,1,13,12,27,TRUE,NA
202106,202212,106,1,1,13,12,27,TRUE,NA
202106,202301,195,1,1,13,12,27,TRUE,NA
202106,202302,196,1,1,13,12,27,TRUE,NA
202106,202303,197,1,1,13,12,27,TRUE,NA
202106,202304,198,1,1,13,12,27,TRUE,NA
202106,202305,199,1,1,13,12,27,TRUE,NA
202106,202306,200,1,1,13,12,27,TRUE,NA
202106,202307,201,1,1,13,12,27,TRUE,NA
202106,202308,202,1,1,13,12,27,TRUE,NA
202106,202309,203,1,1,13,12,27,TRUE,NA
202106,202310,204,1,1,13,12,27,TRUE,NA
202106,202311,205,1,1,13,12,27,TRUE,NA
202106,202312,206,1,1,13,12,27,TRUE,NA
202106,202401,295,1,1,13,11,26,TRUE,NA
202106,202402,296,1,1,13,11,26,TRUE,NA
202106,202403,297,1,1,13,11,26,TRUE,NA
202106,202404,298,1,1,13,11,26,TRUE,NA
202106,202405,299,1,1,13,11,26,TRUE,NA
202106,202406,300,1,1,13,11,26,TRUE,NA
202106,202407,301,1,1,13,11,26,TRUE,NA
202106,202408,302,1,1,13,11,26,TRUE,NA
202106,202409,303,1,1,13,11,26,TRUE,NA
202106,202410,304,1,1,13,11,26,TRUE,NA
202106,202411,305,1,1,13,11,26,TRUE,NA
202106,202412,306,1,1,13,11,26,TRUE,NA
202106,202501,395,1,1,13,11,26,TRUE,NA
202106,202502,396,1,1,13,11,26,TRUE,NA
202106,202503,397,1,1,13,11,26,TRUE,NA
202106,202504,398,1,1,13,11,26,TRUE,NA
202106,202505,399,1,1,13,11,26,TRUE,NA
202106,202506,400,1,1,13,10,25,TRUE,NA
202106,202507,401,1,0,13,10,24,FALSE,"n_treat_post=0"
202106,202508,402,1,0,13,10,24,FALSE,"n_treat_post=0"
202106,202509,403,1,0,13,10,24,FALSE,"n_treat_post=0"
202109,202109,0,1,1,13,13,28,TRUE,NA
202109,202110,1,1,1,13,13,28,TRUE,NA
202109,202111,2,1,1,13,13,28,TRUE,NA
202109,202112,3,1,1,13,13,28,TRUE,NA
202109,202201,92,1,1,13,13,28,TRUE,NA
202109,202202,93,1,1,13,13,28,TRUE,NA
202109,202203,94,1,1,13,13,28,TRUE,NA
202109,202204,95,1,1,13,13,28,TRUE,NA
202109,202205,96,1,1,13,13,28,TRUE,NA
202109,202206,97,1,1,13,13,28,TRUE,NA
202109,202207,98,1,1,13,13,28,TRUE,NA
202109,202208,99,1,1,13,13,28,TRUE,NA
202109,202209,100,1,1,13,13,28,TRUE,NA
202109,202210,101,1,1,13,12,27,TRUE,NA
202109,202211,102,1,1,13,12,27,TRUE,NA
202109,202212,103,1,1,13,12,27,TRUE,NA
202109,202301,192,1,1,13,12,27,TRUE,NA
202109,202302,193,1,1,13,12,27,TRUE,NA
202109,202303,194,1,1,13,12,27,TRUE,NA
202109,202304,195,1,1,13,12,27,TRUE,NA
202109,202305,196,1,1,13,12,27,TRUE,NA
202109,202306,197,1,1,13,12,27,TRUE,NA
202109,202307,198,1,1,13,12,27,TRUE,NA
202109,202308,199,1,1,13,12,27,TRUE,NA
202109,202309,200,1,1,13,12,27,TRUE,NA
202109,202310,201,1,1,13,12,27,TRUE,NA
202109,202311,202,1,1,13,12,27,TRUE,NA
202109,202312,203,1,1,13,12,27,TRUE,NA
202109,202401,292,1,1,13,11,26,TRUE,NA
202109,202402,293,1,1,13,11,26,TRUE,NA
202109,202403,294,1,1,13,11,26,TRUE,NA
202109,202404,295,1,1,13,11,26,TRUE,NA
202109,202405,296,1,1,13,11,26,TRUE,NA
202109,202406,297,1,1,13,11,26,TRUE,NA
202109,202407,298,1,1,13,11,26,TRUE,NA
202109,202408,299,1,1,13,11,26,TRUE,NA
202109,202409,300,1,1,13,11,26,TRUE,NA
202109,202410,301,1,1,13,11,26,TRUE,NA
202109,202411,302,1,1,13,11,26,TRUE,NA
202109,202412,303,1,1,13,11,26,TRUE,NA
202109,202501,392,1,1,13,11,26,TRUE,NA
202109,202502,393,1,1,13,11,26,TRUE,NA
202109,202503,394,1,1,13,11,26,TRUE,NA
202109,202504,395,1,1,13,11,26,TRUE,NA
202109,202505,396,1,1,13,11,26,TRUE,NA
202109,202506,397,1,1,13,10,25,TRUE,NA
202109,202507,398,1,1,13,10,25,TRUE,NA
202109,202508,399,1,1,13,10,25,TRUE,NA
202109,202509,400,1,1,13,10,25,TRUE,NA
202110,202110,0,1,1,13,13,28,TRUE,NA
202110,202111,1,1,1,13,13,28,TRUE,NA
202110,202112,2,1,1,13,13,28,TRUE,NA
202110,202201,91,1,1,13,13,28,TRUE,NA
202110,202202,92,1,1,13,13,28,TRUE,NA
202110,202203,93,1,1,13,13,28,TRUE,NA
202110,202204,94,1,1,13,13,28,TRUE,NA
202110,202205,95,1,1,13,13,28,TRUE,NA
202110,202206,96,1,1,13,13,28,TRUE,NA
202110,202207,97,1,1,13,13,28,TRUE,NA
202110,202208,98,1,1,13,13,28,TRUE,NA
202110,202209,99,1,1,13,13,28,TRUE,NA
202110,202210,100,1,1,13,12,27,TRUE,NA
202110,202211,101,1,1,13,12,27,TRUE,NA
202110,202212,102,1,1,13,12,27,TRUE,NA
202110,202301,191,1,1,13,12,27,TRUE,NA
202110,202302,192,1,1,13,12,27,TRUE,NA
202110,202303,193,1,1,13,12,27,TRUE,NA
202110,202304,194,1,1,13,12,27,TRUE,NA
202110,202305,195,1,1,13,12,27,TRUE,NA
202110,202306,196,1,1,13,12,27,TRUE,NA
202110,202307,197,1,1,13,12,27,TRUE,NA
202110,202308,198,1,1,13,12,27,TRUE,NA
202110,202309,199,1,1,13,12,27,TRUE,NA
202110,202310,200,1,1,13,12,27,TRUE,NA
202110,202311,201,1,1,13,12,27,TRUE,NA
202110,202312,202,1,1,13,12,27,TRUE,NA
202110,202401,291,1,1,13,11,26,TRUE,NA
202110,202402,292,1,1,13,11,26,TRUE,NA
202110,202403,293,1,1,13,11,26,TRUE,NA
202110,202404,294,1,1,13,11,26,TRUE,NA
202110,202405,295,1,1,13,11,26,TRUE,NA
202110,202406,296,1,1,13,11,26,TRUE,NA
202110,202407,297,1,1,13,11,26,TRUE,NA
202110,202408,298,1,1,13,11,26,TRUE,NA
202110,202409,299,1,1,13,11,26,TRUE,NA
202110,202410,300,1,1,13,11,26,TRUE,NA
202110,202411,301,1,1,13,11,26,TRUE,NA
202110,202412,302,1,1,13,11,26,TRUE,NA
202110,202501,391,1,1,13,11,26,TRUE,NA
202110,202502,392,1,1,13,11,26,TRUE,NA
202110,202503,393,1,1,13,11,26,TRUE,NA
202110,202504,394,1,1,13,11,26,TRUE,NA
202110,202505,395,1,1,13,11,26,TRUE,NA
202110,202506,396,1,1,13,10,25,TRUE,NA
202110,202507,397,1,1,13,10,25,TRUE,NA
202110,202508,398,1,0,13,10,24,FALSE,"n_treat_post=0"
202110,202509,399,1,0,13,10,24,FALSE,"n_treat_post=0"
202111,202111,0,1,1,13,13,28,TRUE,NA
202111,202112,1,1,1,13,13,28,TRUE,NA
202111,202201,90,1,1,13,13,28,TRUE,NA
202111,202202,91,1,1,13,13,28,TRUE,NA
202111,202203,92,1,1,13,13,28,TRUE,NA
202111,202204,93,1,1,13,13,28,TRUE,NA
202111,202205,94,1,1,13,13,28,TRUE,NA
202111,202206,95,1,1,13,13,28,TRUE,NA
202111,202207,96,1,1,13,13,28,TRUE,NA
202111,202208,97,1,1,13,13,28,TRUE,NA
202111,202209,98,1,1,13,13,28,TRUE,NA
202111,202210,99,1,1,13,12,27,TRUE,NA
202111,202211,100,1,1,13,12,27,TRUE,NA
202111,202212,101,1,1,13,12,27,TRUE,NA
202111,202301,190,1,1,13,12,27,TRUE,NA
202111,202302,191,1,1,13,12,27,TRUE,NA
202111,202303,192,1,1,13,12,27,TRUE,NA
202111,202304,193,1,1,13,12,27,TRUE,NA
202111,202305,194,1,1,13,12,27,TRUE,NA
202111,202306,195,1,1,13,12,27,TRUE,NA
202111,202307,196,1,1,13,12,27,TRUE,NA
202111,202308,197,1,1,13,12,27,TRUE,NA
202111,202309,198,1,1,13,12,27,TRUE,NA
202111,202310,199,1,1,13,12,27,TRUE,NA
202111,202311,200,1,1,13,12,27,TRUE,NA
202111,202312,201,1,1,13,12,27,TRUE,NA
202111,202401,290,1,1,13,11,26,TRUE,NA
202111,202402,291,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202403,292,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202404,293,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202405,294,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202406,295,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202407,296,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202408,297,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202409,298,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202410,299,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202411,300,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202412,301,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202501,390,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202502,391,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202503,392,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202504,393,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202505,394,1,0,13,11,25,FALSE,"n_treat_post=0"
202111,202506,395,1,0,13,10,24,FALSE,"n_treat_post=0"
202111,202507,396,1,0,13,10,24,FALSE,"n_treat_post=0"
202111,202508,397,1,0,13,10,24,FALSE,"n_treat_post=0"
202111,202509,398,1,0,13,10,24,FALSE,"n_treat_post=0"
202209,202209,0,1,1,13,13,28,TRUE,NA
202209,202210,1,1,1,13,12,27,TRUE,NA
202209,202211,2,1,1,13,12,27,TRUE,NA
202209,202212,3,1,1,13,12,27,TRUE,NA
202209,202301,92,1,1,13,12,27,TRUE,NA
202209,202302,93,1,1,13,12,27,TRUE,NA
202209,202303,94,1,1,13,12,27,TRUE,NA
202209,202304,95,1,1,13,12,27,TRUE,NA
202209,202305,96,1,1,13,12,27,TRUE,NA
202209,202306,97,1,1,13,12,27,TRUE,NA
202209,202307,98,1,1,13,12,27,TRUE,NA
202209,202308,99,1,1,13,12,27,TRUE,NA
202209,202309,100,1,1,13,12,27,TRUE,NA
202209,202310,101,1,1,13,12,27,TRUE,NA
202209,202311,102,1,1,13,12,27,TRUE,NA
202209,202312,103,1,1,13,12,27,TRUE,NA
202209,202401,192,1,1,13,11,26,TRUE,NA
202209,202402,193,1,1,13,11,26,TRUE,NA
202209,202403,194,1,1,13,11,26,TRUE,NA
202209,202404,195,1,1,13,11,26,TRUE,NA
202209,202405,196,1,1,13,11,26,TRUE,NA
202209,202406,197,1,1,13,11,26,TRUE,NA
202209,202407,198,1,1,13,11,26,TRUE,NA
202209,202408,199,1,1,13,11,26,TRUE,NA
202209,202409,200,1,1,13,11,26,TRUE,NA
202209,202410,201,1,1,13,11,26,TRUE,NA
202209,202411,202,1,1,13,11,26,TRUE,NA
202209,202412,203,1,1,13,11,26,TRUE,NA
